input_raw,pubmed_url,pmid,pmcid,is_pmc_article,accessions,accession_count,title,journal,pub_year,doi,authors,error_message
41918528,https://pubmed.ncbi.nlm.nih.gov/41918528/,41918528,PMC13033606,true,PRJNA1373219;SAMN53646917;SRR36290426,3,Paenibacillus lautus isolated from the Sphenophorus levis gut causes structural and physicochemical changes on polystyrene surface.,Frontiers in microbiology,2026,10.3389/fmicb.2026.1776542,de Souza EP; Sebestyen-França H; Basaglia MV; Watson A; Ferro M; Bettini SHP; Henrique-Silva F,
41904571,https://pubmed.ncbi.nlm.nih.gov/41904571/,41904571,PMC13064011,true,PRJEB11755;PRJNA1219188;PRJNA1273087;PRJNA1273977;PRJNA1276128,5,Copper is an intestinal habitat filter affecting the gut microbiota interactions with Salmonella Typhimurium.,Microbiome,2026,10.1186/s40168-025-02322-4,Kolenda R; Hassan MM; Arrieta-Gisasola A; Kamara A; Ansorge R; Sidorczuk K; Acton L; Thilliez G; Baker DJ; Burdukiewicz M; Stares MD; Browne HP; Le Gall G; Torres RC; Chavez-Arroyo A; Garrett J; Stevens MP; Lawley TD; Bäumler AJ; La Ragione R; Hildebrand F; Kingsley RA,
41900466,https://pubmed.ncbi.nlm.nih.gov/41900466/,41900466,PMC13028988,true,,0,Hungatella hathewayi: A Tumor-Derived Bacterium Enriched in Colorectal Cancer Tissues and a Potential Diagnostic Biomarker.,Microorganisms,2026,10.3390/microorganisms14030707,Zhang W; Liu J; Sha S; Yan Q; Ma Y,
41897913,https://pubmed.ncbi.nlm.nih.gov/41897913/,41897913,PMC13023283,true,PRJNA1431711,1,Shotgun Metagenomics Reveals Gut Microbiome Remodeling with Altered Taxonomic Composition and Functional Potential in Diabetic Dogs.,Animals : an open access journal from MDPI,2026,10.3390/ani16060936,An Q; Chen S; Ma S; Bai R; Lu Z; Liu Y; Wang F; Wang Q; Song Y; Zhang G; Lyu Y; Wang L; Wang Y; Xia Z,
41897699,https://pubmed.ncbi.nlm.nih.gov/41897699/,41897699,PMC13024847,true,,0,Detoxification of Ochratoxin A by Bacillus amyloliquefaciens MM28: Whole-Genome Sequencing and Safety Evaluation of a Novel Probiotic Strain.,"Foods (Basel, Switzerland)",2026,10.3390/foods15060976,Jia Y; Guo J; Shen Y; Liao C; Chen S; Ding K; Yu Z,
41893724,https://pubmed.ncbi.nlm.nih.gov/41893724/,41893724,PMC13030424,true,,0,Comparative Analysis of Microbial Community Structure and Function in the Gut of South China Tigers Under Different Dietary Treatments.,Veterinary sciences,2026,10.3390/vetsci13030307,Qiu Q; Gong T; Du L; Li W; Hu Y; Li D; Zhou C; Liu W,
41881804,https://pubmed.ncbi.nlm.nih.gov/41881804/,41881804,,false,,0,Functional Shifts in the Gut DNA Virome in a Long-Distance Migratory Shorebird During the Pre-Migratory Fattening.,Molecular ecology,2026,10.1111/mec.70315,Gutiérrez J; Vergara-Amado J; Martorell C; Navedo JG; Wille M; Guajardo-Leiva S; Castro-Nallar E; Verdugo C,
41828538,https://pubmed.ncbi.nlm.nih.gov/41828538/,41828538,PMC12984943,true,PRJNA1390420,1,Enzymatic Synergy-Driven Biotransformation Generates a Postbiotic-Rich Functional Matrix That Reprograms Gut Microbiota Metabolic Pathways Under Stress Conditions.,International journal of molecular sciences,2026,10.3390/ijms27052313,Chen J; Xu Y; Liu Z,
41814421,https://pubmed.ncbi.nlm.nih.gov/41814421/,41814421,PMC12980968,true,PRJEB45408;PRJEB47095;PRJEB67634;PRJEB81709,4,Host immunogenetic variation and gut microbiome functionality in a wild vertebrate population.,Microbiome,2026,10.1186/s40168-026-02341-9,Lee CZ; Worsley SF; Davies CS; Komdeur J; Hildebrand F; Dugdale HL; Richardson DS,
41794500,https://pubmed.ncbi.nlm.nih.gov/41794500/,41794500,,false,,0,ILA-producing bifidobacterium bifidum ameliorates chronic kidney disease via AHR signaling by modulating the gut-kidney axis.,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118638,Hua Q; Meng Y; Hu J; Wei Y; Yi H; Liang X; Zhang L; Zhang Z,
41787302,https://pubmed.ncbi.nlm.nih.gov/41787302/,41787302,PMC13077831,true,PRJNA1428229,1,Habitat-driven variation in gut microbiome composition and function of the pygmy grasshopper (Tetrix japonica) across diverse ecosystems in China.,BMC genomics,2026,10.1186/s12864-026-12725-8,Li Y; Liu L; Long M; Guan D; Deng W,
41784373,https://pubmed.ncbi.nlm.nih.gov/41784373/,41784373,PMC13055366,true,PRJEB76898,1,Grass supplementation to a pellet-based diet fails to enrich gut microbiomes with wild-like functions in captive-bred hares.,Microbiology spectrum,2026,10.1128/spectrum.03691-25,Aizpurua O; Martin-Bideguren G; Gaun N; Alberdi A,
41776697,https://pubmed.ncbi.nlm.nih.gov/41776697/,41776697,PMC13064403,true,GCA_014332765.1,1,Comprehensive catalog of gut microbial genomes in Asian elephants: insights from shotgun metagenomics.,Animal microbiome,2026,10.1186/s42523-026-00533-0,Shi X; Chen F; Dai M; Tang Y; Wang J; Lin Y; Shi M; Lan T; Liu H; Jin X; Xiao L; Kristiansen K; Li X,
41775266,https://pubmed.ncbi.nlm.nih.gov/41775266/,41775266,,false,,0,Competition and compromise between exogenous probiotics and native microbiota.,Cell systems,2026,10.1016/j.cels.2025.101516,Han Z; Sun Z; Zhao Q; Du L; Zhen D; Liu X; Jiang S; Liu YY; Zhang J,
41768933,https://pubmed.ncbi.nlm.nih.gov/41768933/,41768933,PMC12935917,true,PRJEB65106,1,Avian cecal microbiome response and resilience to Newcastle disease are dictated by breed background.,Frontiers in systems biology,2025,10.3389/fsysb.2025.1659648,Ameer A; Saleem F; Keating C; Afzal F; Irshad H; Ahmed K; Sattar S; Ijaz UZ; Javed S,
41761700,https://pubmed.ncbi.nlm.nih.gov/41761700/,41761700,,false,,0,"The ageing holobiont: crosstalk between telomere dynamics, oxidative stress and the gut microbiome.",Biological reviews of the Cambridge Philosophical Society,2026,10.1002/brv.70152,Pepke ML; Hansen SB; Limborg MT,
41757098,https://pubmed.ncbi.nlm.nih.gov/41757098/,41757098,PMC12934648,true,PRJNA1415316;PRJNA1416997;PRJNA1418170;SAMN54929448;SAMN54929625;SAMN54986945;SAMN54986972;SAMN55038798;SAMN55038812,9,Sex-stratified Gut Microbiome Disruption is Associated with Altered Hepatic Gene Expression during Acute Azoxystrobin Exposure.,bioRxiv : the preprint server for biology,2026,10.64898/2026.02.18.706612,Duan L; Baumgartner WA; Wanyama JW; Okyere L; Alvarado DA; Minhas BF; Gaulke CA,
41754401,https://pubmed.ncbi.nlm.nih.gov/41754401/,41754401,PMC12942779,true,,0,Ligilactobacillus agilis LA-V4 Isolated from Vulture Fecal Isolate: A Novel Probiotic Candidate with Broad-Spectrum Antibacterial Activity.,"Pathogens (Basel, Switzerland)",2026,10.3390/pathogens15020148,Li S; Quan C; Rahim MF; Sha P; Chen J; Shao W; Li J,
41740355,https://pubmed.ncbi.nlm.nih.gov/41740355/,41740355,,false,,0,Whole-genome shotgun metagenomics reveals environmental perturbations in the gut microbiome and resistome of wild raccoon dogs rescued at a wildlife center.,The Science of the total environment,2026,10.1016/j.scitotenv.2026.181588,Lee J; Hong S; Choi J; Song H; Han JH; Suh YD; Yeon SC; Cho S,
41707490,https://pubmed.ncbi.nlm.nih.gov/41707490/,41707490,PMC12926563,true,,0,Sustainable antibiotic reduction in poultry production with Pulsatilla saponins and herbal supplementation.,Poultry science,2026,10.1016/j.psj.2026.106562,Jian Z; Zhao R; Zi X; He S; He X; Ye Y; Wang K; Ge C; Jia J; Hu Y; Dou T,
41700855,https://pubmed.ncbi.nlm.nih.gov/41700855/,41700855,PMC12997843,true,PRJEB103841;PRJEB39298;PRJEB60544;PRJEB60545;PRJNA498084;PRJNA555355;PRJNA590084;PRJNA594310;PRJNA650141;PRJNA662976;PRJNA730696;PRJNA733893;PRJNA762510;PRJNA824235;PRJNA824256;PRJNA866155,16,Genotypic characterization of gut isolates from Atlantic salmon fry reveals beneficial microbes with biotechnological potential.,Applied and environmental microbiology,2026,10.1128/aem.02409-25,Rojas Calderón D; Sandholm RM; Samskott T; Mjøs MT; Lorentsen ED; Røhr ÅK; Bakke I; La Rosa SL,
41696020,https://pubmed.ncbi.nlm.nih.gov/41696020/,41696020,PMC12903957,true,GCA_026315105.1;PRJDB20285;PRJDB20286;PRJDB20287;SAMD01593440;SAMD01593441,6,"Behavioural phase transitions in the migratory locust, Locusta migratoria, are related to changes in the gut bacterial composition.",ISME communications,2026,10.1093/ismeco/ycag009,Kim J; Murakami T; Toyoda A; Mori H,
41689625,https://pubmed.ncbi.nlm.nih.gov/41689625/,41689625,,false,,0,Escherichia coli as a gut microbial marker of obesity and its reduction following bariatric treatment.,Journal of gastroenterology,2026,10.1007/s00535-026-02362-z,Hayashi T; Iida N; Yasuda K; Yoshio T; Terashima T; Takatori H; Moriyama H; Takeshita Y; Takamura T; Yamashita T,
41679623,https://pubmed.ncbi.nlm.nih.gov/41679623/,41679623,,false,,0,Genomic and functional characterization of probiotic strains from traditional fermented dairy products in alleviating dextran sulfate sodium-induced colitis.,Journal of dairy science,2026,10.3168/jds.2025-27589,Wang Y; An M; Lv Y; Hou Y; Li Z; Dai J; Ni W; Hu S,
41675709,https://pubmed.ncbi.nlm.nih.gov/41675709/,41675709,PMC12806196,true,PRJNA995221,1,Key species drive community and functional stability of segment-specific gut microbiomes after the swimming crab molting.,iMetaOmics,2025,10.1002/imo2.51,Lin W; Niu M; Mu C; Wang C; Ye Y,
41673107,https://pubmed.ncbi.nlm.nih.gov/41673107/,41673107,PMC12972306,true,,0,SCARF1 deficiency exacerbates gut inflammation and autoimmune pathology.,Scientific reports,2026,10.1038/s41598-026-39378-7,Shepard DM; Hahn S; Chitre M; Neff H; Ward DV; Jadhav N; Richmond JM; Ramirez-Ortiz ZG,
41619990,https://pubmed.ncbi.nlm.nih.gov/41619990/,41619990,,false,,0,Antimicrobial resistance and genomic characterization of Escherichia coli isolated from mink in northern China.,Microbial pathogenesis,2026,10.1016/j.micpath.2026.108328,Ni H; Hou QY; Xu C; Leng X; Li XM; Qin Y; Liu S; Yang MT; Tang LY; Sun YZ; Zhao Q; Ni HB; Zhang XX; Jiang J; Yang LH; Ma H,
41618383,https://pubmed.ncbi.nlm.nih.gov/41618383/,41618383,PMC12857038,true,PRJNA1218713,1,From predisposition to recovery: field evidence of interactions between the gut microbiota and Brachyspira hyodysenteriae infection.,Veterinary research,2026,10.1186/s13567-025-01646-1,Pérez-Pérez L; Arguello H; Cobo-Díaz JF; Galisteo C; Puente H; Gómez-Martínez S; Carvajal A,
41611514,https://pubmed.ncbi.nlm.nih.gov/41611514/,41611514,,false,,0,[Gut fungal community composition and metabolic potential in honeybees and bumblebees].,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,2026,10.13345/j.cjb.250473,Xu Z; Lang H; Wu Q; Wang X; Zheng H,
41598945,https://pubmed.ncbi.nlm.nih.gov/41598945/,41598945,PMC12841673,true,PRJDB9056;PRJNA1302757;SAMN50491110;SAMN50491118;SRR34918247;SRR34918249;SRR34922024;SRR34922029,8,Gut Microbiome Differences Across Mixed-Sex and Female-Only Social Rearing Regimes in Female Field Crickets Teleogryllus occipitalis (Orthoptera: Gryllidae).,Insects,2026,10.3390/insects17010091,Hirata K; Suzuki T; Yura K; Asahi T; Kataoka K,
41597574,https://pubmed.ncbi.nlm.nih.gov/41597574/,41597574,PMC12843926,true,,0,Whole-Genome Analysis and Lignin Degradation Characterization of Termite-Derived Bacillus cereus BC-8.,Microorganisms,2025,10.3390/microorganisms14010054,Zhang X; Li J; Hu Y; Cai Z; Li N; Xue R; Mo Z; Yang C; Yang Y,
41585377,https://pubmed.ncbi.nlm.nih.gov/41585377/,41585377,PMC12829359,true,PRJNA1298367,1,Reduced fibre-fermenting capacity of gut microbes in multiple sclerosis may result in prebiotic dietary fibre β-fructan promoting inflammation and CNS damage.,eGastroenterology,2026,10.1136/egastro-2025-100296,Tollenaar SL; Khorasaniha R; Jovel J; Ba I; Voisin A; Miller R; Olof H; Mahmood R; Marrie RA; Strachan E; Soares LP; Cheng C; Janveaux J; Zaidi D; Bernstein CN; Bonner C; Bar-Or A; Waubant E; Yeh EA; Graham M; Arnold DL; O'Mahony J; Banwell BL; Zhu F; Mirza AI; Karimi-Abdolrezaee S; Tsai S; Tremlett H; McGregor K; Willing BP; Armstrong H,
41572341,https://pubmed.ncbi.nlm.nih.gov/41572341/,41572341,PMC12828960,true,PRJNA1211805,1,Cross-sectional study characterizing the porcine faecal microbiome in commercial farms.,Porcine health management,2026,10.1186/s40813-025-00480-3,Ornelas MAS; Ortiz Sanjuán JM; Leonard FC; Correia-Gomes C; Estellé J; O'Neill L; Manzanilla EG,
41468963,https://pubmed.ncbi.nlm.nih.gov/41468963/,41468963,,false,,0,Cetobacterium somerae ZNN-1 promotes goblet cell differentiation through glutamine-mediated Notch signaling suppression.,Journal of advanced research,2025,10.1016/j.jare.2025.12.046,Zhou NN; Liu JX; Wang T; Wang Z; Li LK; Qiao F; Du ZY; Zhang ML,
41451983,https://pubmed.ncbi.nlm.nih.gov/41451983/,41451983,PMC12889059,true,PRJNA1108021,1,Chicken cecal microbial functional gene content and resistome differ by age and barn disinfection practice.,Microbiology spectrum,2026,10.1128/spectrum.03737-25,Fan Y; Ju T; Bhardwaj T; Korver DR; Willing BP,
41448295,https://pubmed.ncbi.nlm.nih.gov/41448295/,41448295,,false,,0,A novel bacteriophage pAEh1 for controlling Aeromonas hydrophila infection in aquaculture.,Fish & shellfish immunology,2026,10.1016/j.fsi.2025.111079,Jiang S; Zhou B; Zhang T; Dai R; Long S; Yang L; He M; Fu Y; Guo J; Gao Z,
41404904,https://pubmed.ncbi.nlm.nih.gov/41404904/,41404904,PMC12889105,true,PRJEB83610,1,Tanzanian goat gut microbiomes adapt to roadside pollutants and environmental stressors.,Microbiology spectrum,2026,10.1128/spectrum.02036-25,Jensen EEB; Jespersen ML; Svendsen CA; Sonda T; Otani S; Aarestrup FM,
41401858,https://pubmed.ncbi.nlm.nih.gov/41401858/,41401858,,false,,0,Strain-specific gut microbiota modulation is linked to resistance to BmNPV infection in silkworms.,Journal of invertebrate pathology,2026,10.1016/j.jip.2025.108518,Memon FU; Xu J; Xie X; Shu C; Li Y; Li K; Xiao Y; Tian L,
41399814,https://pubmed.ncbi.nlm.nih.gov/41399814/,41399814,PMC12702284,true,GCA_014062135.1;GCA_021602565.1;GCA_043103875.1;PRJNA1277365;SAMN49107627;SAMN49107628,6,Genomic Characterization of Intestinal Colonizing Pseudomonas juntendi Strains Harboring bla (VIM-2).,Infection and drug resistance,2025,10.2147/IDR.S554163,Zhu W; Zhang J; Liu R; Fang L; Liu Y; Zhang H,
41391320,https://pubmed.ncbi.nlm.nih.gov/41391320/,41391320,,false,,0,Bacillus sp. S361 isolated from bioaerosols in pharmaceutical wastewater treatment plants aggravates Klebsiella pneumoniae-induced lung injury in rats by modulating the gut microbiota.,Journal of hazardous materials,2026,10.1016/j.jhazmat.2025.140669,Tang N; Deng G; Jin Z; Chen J; Wang D; Luo Y; Luo Y; Zhang G,
41390863,https://pubmed.ncbi.nlm.nih.gov/41390863/,41390863,PMC12789572,true,PRJNA1006316,1,Neonicotinoid-induced signature dysbiosis identified via metagenomic sequencing of the honey bee gut microbiome.,Scientific reports,2025,10.1038/s41598-025-30907-4,Tran L; Deckers TB; Ho J; Lansing L; Cunningham M; Morfin N; Pepinelli M; De la Mora A; Conflitti IM; Gregoris A; Wu L; Trepanier-Leroux D; Muntz L; Newman T; Vishwakarma S; Bixby M; Jabbari H; Guzman-Novoa E; Hoover SE; Currie RW; Pernal SF; Giovenazzo P; Foster LJ; Zayed A; Ortega Polo R; Guarna MM,
41389008,https://pubmed.ncbi.nlm.nih.gov/41389008/,41389008,,false,,0,Antibiotics alter duodenal immune populations upon gluten exposure in mice: implications for non-coeliac gluten sensitivity.,American journal of physiology. Gastrointestinal and liver physiology,2026,10.1152/ajpgi.00159.2025,Pryor JC; Hoedt EC; Soh WS; Fowler S; Caban S; Minahan K; Sherwin S; Nieva C; McCarthy H; Horvat J; Hedley KE; Duncanson K; Burns GL; Talley NJ; Keely S,
41378778,https://pubmed.ncbi.nlm.nih.gov/41378778/,41378778,,false,,0,"Bis(2-ethylhexyl)-2,3,4,5-tetrabromophthalate Triggers IBD-like Pathology through the Gut Microbiota-Arachidonic Acid Axis: Protective Role of Akkermansia muciniphila.",Environmental science & technology,2025,10.1021/acs.est.5c12302,Zhou Y; Ren X; Li B; Tang H; Guo Y; Yang L; Han J; Zhou B,
41354993,https://pubmed.ncbi.nlm.nih.gov/41354993/,41354993,PMC12689619,true,,0,Dynamics of the gut microbiome and resistome in response to prophylactic antibiotic treatment in post-surgical giant pandas.,Scientific reports,2025,10.1038/s41598-025-25645-6,Zhang W; Zhang M; Xie J; Huang H; Schmitz-Esser S; Li W; Liu H; Li D,
41340151,https://pubmed.ncbi.nlm.nih.gov/41340151/,41340151,PMC12781396,true,,0,Perinatal citalopram exposure alters the gut composition and microbial metabolic profiles of Sprague-Dawley rat dams and female offspring but not male offspring.,Biology of sex differences,2025,10.1186/s13293-025-00794-5,Kropp DR; Glover ME; Samanta R; Unroe KA; Clinton SM; Hodes GE,
41321534,https://pubmed.ncbi.nlm.nih.gov/41321534/,41321534,PMC12657841,true,PRJNA1049387;PRJNA1049592,2,Lactobacillus strains from sows improve swine appetite by reducing the pro-inflammatory cytokine concentrations.,Animal nutrition (Zhongguo xu mu shou yi xue hui),2025,10.1016/j.aninu.2025.03.021,Li S; Zheng J; Zhao Y; He J; Liu H; Zhong W; Huang Y; Li Z; Yang M; Zhao X; Feng B; Che L; Fang Z; Li J; Xu S; Lin Y; Jiang X; Hua L; Zhuo Y; Wu D,
41310419,https://pubmed.ncbi.nlm.nih.gov/41310419/,41310419,,false,,0,,,,,,Request failed: Bad control character in string literal in JSON at position 85 (line 1 column 86)
41305606,https://pubmed.ncbi.nlm.nih.gov/41305606/,41305606,PMC12655260,true,PRJNA1358044,1,Lactiplantibacillus plantarum Lp20 Alleviates High Fat Diet-Induced Obesity in Mice via Its Bile Salt Hydrolase Activity.,Nutrients,2025,10.3390/nu17223555,Bai X; Lu F; Jing Y; Wang H; Qian H; Zhang M; Zhai Z; Hao Y,
41302874,https://pubmed.ncbi.nlm.nih.gov/41302874/,41302874,PMC12653833,true,PRJDB7102;PRJNA217467;PRJNA238270;PRJNA284583,4,Disentangling Gut Bacterial Community Patterns in Cryptocercus punctulatus and Comparing Their Metagenomes with Other Xylophagous Dyctioptera Insects.,Insects,2025,10.3390/insects16111128,Berlanga M; Miñana-Galbis D; Guerrero R,
41271321,https://pubmed.ncbi.nlm.nih.gov/41271321/,41271321,,false,,0,Modulation of gut microbiota and storage stability of yogurt fortified with novel EPS-producing Lactiplantibacillus plantarum DPA1C.,"Food research international (Ottawa, Ont.)",2025,10.1016/j.foodres.2025.117154,Wang X; Lai J; Ye C; Tao L; Liu Y; Hu K; Li J; Li Q; Zhao N; Liu S,
41269708,https://pubmed.ncbi.nlm.nih.gov/41269708/,41269708,,false,,0,"Comparative Analysis of Gut Microbiota in Culex pipiens pallens and Culex tritaeniorhynchus from Four Regions in Chinese: Composition, Function, and Antibiotic Resistance.","Vector borne and zoonotic diseases (Larchmont, N.Y.)",2026,10.1177/15303667251394200,Bao GR; Elsheikha HM; Hou XW; Zhao JX; Shang KM; Su JW; Liu R; Ni HB; Zhang XX; Ma H,
41261182,https://pubmed.ncbi.nlm.nih.gov/41261182/,41261182,,false,,0,Integrative multi-omics characterization of the gut microbiome in Pila globosa: functional insights into nutrient cycling and detoxification potential.,World journal of microbiology & biotechnology,2025,10.1007/s11274-025-04675-2,Prusty G; Prasad BR; Polaki S; Mereddy S,
41231970,https://pubmed.ncbi.nlm.nih.gov/41231970/,41231970,PMC12724367,true,,0,Shotgun metagenomic mining reveals a new FAD-dependent D-lactate dehydrogenase in an isopod gut microbiome.,Applied and environmental microbiology,2025,10.1128/aem.01480-25,Coelho C; Taborda A; Lorena C; Frazão T; Veríssimo A; Borges PT; Brissos V; Tiago I; Martins LO,
41230492,https://pubmed.ncbi.nlm.nih.gov/41230492/,41230492,PMC12604102,true,PRJNA1234694;PRJNA1297587,2,Gut microbial community structure of the adult citrus root weevil Diaprepes abbreviatus.,Frontiers in insect science,2025,10.3389/finsc.2025.1676003,Rodriguez-Fernandez IA; Santiago-Rodriguez TM; Figueroa-Pratts PG; Cintrón-Berríos K; Rodriguez-Cornier ND; Toranzos GA,
41192191,https://pubmed.ncbi.nlm.nih.gov/41192191/,41192191,,false,,0,Gut microbiota composition and antibiotic resistance ontology landscape in Micropterus salmoides: Insights from metagenomic and metabolomic analyses.,"Comparative biochemistry and physiology. Part D, Genomics & proteomics",2026,10.1016/j.cbd.2025.101666,Zhou G; Wang YS; Zhang GF; Zhang SY; Wen X; Cui ZB; Shi QS; Xie XB,
41163128,https://pubmed.ncbi.nlm.nih.gov/41163128/,41163128,PMC12573826,true,GCA_009660055.1;PRJNA358755;PRJNA407583;PRJNA539933;PRJNA932553,5,Comprehensive metagenomic analysis of the giant panda's oral microbiome reveals distinct taxonomic and functional characteristics.,Animal microbiome,2025,10.1186/s42523-025-00475-z,Xiao LF; Li Y; Lian H; Liu X; Wen Y; Chen X; Huang W; Li B; Luo L; Wang X; Tutt C; Zheng J; Wang VY; Shao NY,
41160143,https://pubmed.ncbi.nlm.nih.gov/41160143/,41160143,,false,,0,Gut microbiome profiling of antibiotic-treated Mystus cavasius using culture-based and shotgun metagenomic approaches.,Antonie van Leeuwenhoek,2025,10.1007/s10482-025-02195-5,Begum M; Barsha KF; Rahman MM; Sarkar MMH; Chowdhury SF; Bhowmik S; Shormi AS; Bari SM,
41159770,https://pubmed.ncbi.nlm.nih.gov/41159770/,41159770,PMC12570210,true,,0,Lactiplantibacillus plantarum Attenuates Diet-Induced Obesity and Insulin Resistance Through Gut Microbiota-Driven PPAR/PI3K-Axis Modulation.,Microbial biotechnology,2025,10.1111/1751-7915.70227,Gao Y; Zhu A; Li J; Liu H; Li X; Zhang H,
41148302,https://pubmed.ncbi.nlm.nih.gov/41148302/,41148302,,false,,0,"Linking diet, gut microbiota, and metabolites to Parkinson's disease risk: a shotgun metagenomic comparison of Japanese and Taiwanese cohorts.","Journal of neural transmission (Vienna, Austria : 1996)",2025,10.1007/s00702-025-03052-5,Hirayama M; Maeda T; Kashihara K; Tsuboi Y; Ito M; Nishiwaki H; Ohno K; Ueyama J,
41143740,https://pubmed.ncbi.nlm.nih.gov/41143740/,41143740,,false,,0,Genotypic and phenotypic characterization of Lacticaseibacillus paracasei HP-B1337 associated with lipotropic effect on high-fat-diet-induced obesity mice.,Journal of applied microbiology,2025,10.1093/jambio/lxaf265,Li LF; Tan ZW; Wang YR; Mao XR; Jiang JX; Liu RR; Wu H; Hou SY,
41143690,https://pubmed.ncbi.nlm.nih.gov/41143690/,41143690,,false,,0,In vivo exposure of mixed microplastic particles in mice and its impacts on the murine gut microbiome and metabolome.,Toxicological sciences : an official journal of the Society of Toxicology,2026,10.1093/toxsci/kfaf145,Kim KJ; Garcia MM; Romero AS; Jin Y; Chi J; Campen MJ; Gu H; Richardson JR; Castillo EF; Cui JY,
41101217,https://pubmed.ncbi.nlm.nih.gov/41101217/,41101217,,false,,0,Characterization and intestinal pathogenicity of Proteus mirabilis isolated from broiler carcasses and processing environments.,International journal of food microbiology,2026,10.1016/j.ijfoodmicro.2025.111487,Liu XL; Wu SY; Zou ZP; Xian X; Wang J; Min L; Zhou Y; Houf K; Yu Z,
41083440,https://pubmed.ncbi.nlm.nih.gov/41083440/,41083440,PMC12518797,true,GCA_000184785.2;GCA_000469605.1;GCA_001442555.1;PRJNA1157353,4,Evolution of gut microbiota across honeybee species revealed by comparative metagenomics.,Nature communications,2025,10.1038/s41467-025-64115-5,Prasad A; Pallujam AD; Siddaganga R; Suryanarayanan A; Mazel F; Brockmann A; Yek SH; Engel P,
